"# export_metadata: {""exported_at"": ""2026-08-25T18:52:50Z"", ""skill"": ""iran-chem-database@2.19.0 (clawhub: @orionshaowswmw/iran-chem-database)"", ""rows"": 1041, ""previous_primary_rows"": 957, ""added_unique_cids_vs_v218_workspace_export"": 84, ""confirmed_organic"": 1041, ""unique_cids"": 1041, ""unique_inchikeys"": 1035, ""rows_with_cas"": 569, ""rows_with_canonical_smiles"": 1035, ""rows_with_evidence_url"": 977, ""composition"": {""verified_telegram_listing"": 358, ""verified_catalogue"": 480, ""verified_catalogue | verified_telegram_listing"": 2, ""verified_web_catalogue"": 200, ""(none)"": 1}, ""pipeline"": ""Merged previous skill seed (market-verified + expanded + parallel-AI + legacy) with 2026-08-25 live Iranian catalogue harvest (Telegram + WooCommerce + TamadKala sitemaps). CID-deduped. PubChem-confirmed. Organic gate. router.py --batch title normalization only — never invents."", ""scope"": ""BEST-EFFORT dated index of CONFIRMED-ORGANIC molecules appearing in configured public Iranian supplier catalogues. NOT a national census. Listing presence is not proof of current stock."", ""cid_dedupe"": ""enforced — zero same-CID rows"", ""provenance_hash"": ""sha256(evidence_text|evidence_url|CID) per row"", ""supersedes"": ""iran_organic_molecules_parallel_ai_2026-08-24.csv as CURRENT/PRIMARY; older seed files retained for audit""}"
molecule_name,common_name,name_variants,cas_number,pubchem_cid,inchi_key,molecular_formula,molecular_weight,canonical_smiles,organic_status,category,grade,supplier_name,supplier_platform,availability_status,evidence_url,evidence_text,identity_method,source_type,record_date,provenance_hash
N-[(2R)-3-indol-1-yl-2-methylpropyl]-4-sulfamoylbenzamide,SBR,N-[(2R)-3-indol-1-yl-2-methylpropyl]-4-sulfamoylbenzamide; SBR,,446276,ZFWHOUCRVSOZJE-CQSZACIVSA-N,C19H21N3O3S,371.5,CC(CNC(=O)C1=CC=C(C=C1)S(=O)(=O)N)CN2C=CC3=CC=CC=C32,confirmed_organic,,,telegram:IranChemicals,public Telegram (news),product_page_listed_not_current_stock_verified,https://t.me/IranChemicals/31677,🔴 #خرید درود و عرض ادب آعاز هفته همگی پر از برکت. SBR 1502 چند پالت لطفا چنانچه هر یک از شما عزیزان ماده فوق را  موجود داشته باشند ممنون میشم اطلاع رسانی بفرمایند. ۰۹۱۲۱۸۴۴۶۹۲,structured_pubchem,verified_telegram_listing,2026-08-25,5440a0ecd59bc489cfadea84b00b61114479f61ee243c24177f59c94c2d5d161
"(6E,8E,10E,12E,14E,16E,18E,20E,22E,24E,26E)-2,6,10,14,19,23,27,31-octamethyldotriaconta-2,6,8,10,12,14,16,18,20,22,24,26,30-tridecaene","(6E,8E,10E,12E,14E,16E,18E,20E,22E,24E,26E)-2,6,10,14,19,23,27,31-octamethyldotriaconta-2,6,8,10,12,14,16,18,20,22,24,26,30-tridecaene",,502-65-8,446925,OAIJSZIZWZSQBC-GYZMGTAESA-N,C40H56,536.9,CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C)C)C,confirmed_organic,,,telegram:ChemIranSanat,public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/ChemIranSanat/1616,Lycopene | شیمی هندوانه رنگ و بوی هندوانه به ترتیب ناشی از Lycopene و آلدهیدهای باتعداد 6 و 9 کربن است هورمون رشد گیاهی Forchlorfenurane در هندوانه ممکن است منجر به انفجار آن شود! 🍉 یلدایتان گرم و با انفجار خنده و شادی 🍉 🆔 @ChemIran1,router_batch+pubchem,verified_telegram_listing,2026-08-25,4453060801a167214c1b8ffa646518e03dfceff53384044b6387c7cc7ab6a6b8
"(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-11-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-2-ethyl-3,4,10-trihydroxy-13-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,6,8,10,12,14-heptamethyl-1-oxa-6-azacyclopentadecan-15-one",azithromycin,"(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-11-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-2-ethyl-3,4,10-trihydroxy-13-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,6,8,10,12,14-heptamethyl-1-oxa-6-azacyclopentadecan-15-one; azithromycin",,447043,MQTOSJVFKKJCRP-BICOPXKESA-N,C38H72N2O12,749.0,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,confirmed_organic,pharmaceutical_or_api,,Rooz Darou,Iranian pharmaceutical product catalogue,product_page_listed_not_current_stock_verified,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D8%A2%D8%B2%DB%8C%D8%AA%D8%B1%D9%88%D9%85%D8%A7%DB%8C%D8%B3%DB%8C%D9%86-250,قرص آزیترومایسین 250,PubChem name validation from supplier product title,verified_catalogue,2026-08-23,5edcc3788dc9ef207865c1c5be734fda5006d4b1678371f0b4fe80516d4fe332
"3-chloro-N-[4-chloro-2-[(5-chloro-2-pyridinyl)carbamoyl]-6-methoxyphenyl]-4-[[methyl(1,3-oxazol-2-yl)amino]methyl]thiophene-2-carboxamide",xld,"3-chloro-N-[4-chloro-2-[(5-chloro-2-pyridinyl)carbamoyl]-6-methoxyphenyl]-4-[[methyl(1,3-oxazol-2-yl)amino]methyl]thiophene-2-carboxamide; xld",,447194,YVPSRJBNOKCMAX-UHFFFAOYSA-N,C23H18Cl3N5O4S,566.8,CN(CC1=CSC(=C1Cl)C(=O)NC2=C(C=C(C=C2OC)Cl)C(=O)NC3=NC=C(C=C3)Cl)C4=NC=CO4,confirmed_organic,,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/31726/محیط-کشت-xld-آگار,محیط کشت xld آگار,structured_pubchem,verified_web_catalogue,2026-08-25,654533fc9f07eb3b72a9d5dae58dac4bcd3625c384b7d0f68ddc85404da5ffcf
"(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-3-[[(9R,10R)-10-hydroxy-9,10-dihydrophenanthren-9-yl]sulfanyl]-1-oxopropan-2-yl]amino]-5-oxopentanoic acid",GPS,"(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-3-[[(9R,10R)-10-hydroxy-9,10-dihydrophenanthren-9-yl]sulfanyl]-1-oxopropan-2-yl]amino]-5-oxopentanoic acid; GPS",,449366,JNNIZILNBMPOAC-MOXQZVSFSA-N,C24H27N3O7S,501.6,C1=CC=C2C(=C1)C(C(C3=CC=CC=C32)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O,confirmed_organic,,,telegram:ChemIranSanat,public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/ChemIranSanat/1784,اتم به اتم با جدول تناوبی  37. روبیدیم واکنش پذیری شدید روبیدیم به این معنی است که کاربردهای آن در فرم ابتدایی محدود است. با این حال، یک استفاده در ماهواره هاست که ما را قادر می سازد از GPS در تلفن های خود استفاده کنیم. ساعتهای اتمی روبییدیم از انتقال الکترونها…,structured_pubchem,verified_telegram_listing,2026-08-25,59785f983ebcdf24276c5851398fd633a6a1eb50f0646c526a103c24245c04bd
5-fluoro-2-oxo-1H-pyrazine-3-carboxamide,Favipiravir,,,492405,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,C5H4FN3O2,157.10,C1=C(N=C(C(=O)N1)C(=O)N)F,confirmed_organic,pharmaceutical_or_api,,telegram:IranChemicals,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/Iranchemicals/18894,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2020-09-12,38cde70f572f77e5c3bbdcbd99f44a4152ec203b1e9b7a2a1c272a48a661affa
"7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]benzo[g]pteridine-2,4-dione",Riboflavin,"7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]benzo[g]pteridine-2,4-dione; Riboflavin",,493570,AUNGANRZJHBGPY-SCRDCRAPSA-N,C17H20N4O6,376.4,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,confirmed_organic,secondary_metabolite_or_natural_product,research,TamadKala,Iranian online research/chemical shop | Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/164606/%D8%B1%DB%8C%D8%A8%D9%88-%D9%81%D9%84%D8%A7%D9%88%DB%8C%D9%86-%D8%A8%D8%B1%D9%86%D8%AF-%D9%84%D9%88%D8%A8%D8%A7-%D9%87%D9%86%D8%AF,ریبو فلاوین برند لوبا هند | ریبوفلاوین,explicit_category_supplement | router_title_normalization,verified_catalogue,2026-08-23,2ebae4b70d94f47aa279a19ff8709b068b8f4c1e42684071b937f223b111946d
Potassium thiocyanate,Potassium thiocyanate,Potassium thiocyanate; potassium thiocyanate,333-20-0,516872,ZNNZYHKDIALBAK-UHFFFAOYSA-M,CKNS,97.18,C(#N)[S-].[K+],confirmed_organic,organic_reagent,,Mojallali Group,web_catalogue,listing_evidence_crawled_2026-08-23,https://drm-chem.com/en/product/potassium-thiocyanate-en/,Potassium thiocyanate,pubchem_direct,verified_web_catalogue,2026-08-23,c19a5b3c4f6dee8eb20a5a967d746b17109142584279c78e3b22524f292d9e26
sodium bicarbonate,sodium bicarbonate,sodium bicarbonate; sodium hydrogen carbonate; Baking soda,144-55-8,516892,UIIMBOGNXHQVGW-UHFFFAOYSA-M,CHNaO3,84.007,C(=O)(O)[O-].[Na+],confirmed_organic,organic_reagent,research,telegram:ChemIranSanat; telegram:chemgroup; Chemical Iran; TamadKala; DigiShimi; Isatis Shimi; Mojallali Group; ShimiMan; IR Chem / Pishgaman; telegram:ATRmedShop,telegram:ChemIranSanat; chemgroup; Chemical Iran,telegram_listing_evidence,https://t.me/chemgroup/2838,فروش بی کربنات سدیم,alias+pubchem,verified_telegram_listing,2026-08-23,37bffb2573a14ceaa0d8df16a9a8b6bd6125df22efce3947dee867efae55dcf3
sodium 4-anilinobenzenesulfonate,sodium 4-anilinobenzenesulfonate,,6152-67-6,517002,DGXTZMPQSMIFEC-UHFFFAOYSA-M,C12H10NNaO3S,271.27,C1=CC=C(C=C1)NC2=CC=C(C=C2)S(=O)(=O)[O-].[Na+],confirmed_organic,,,telegram:ATRmedShop,public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/732,Sodium diphenylamine-4-sulfonate | خرید سدیم دیفنیل آمین-4-سولفونات | قیمت سدیم دیفنیل آمین-4-سولفونات ‌‏⁧ ‌‌‏‌محصولات سیگما اصل را از ما بخواهید. 👇 واردات و فروش مواد شیمیایی سیگما 👇 ‌‌ ‌ ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱ ‌ 📱 موبایل: 09120549893 🌐 لینک محصول : https://atrmed.com/product/sodium-diphenylamine-4-sulfonate/?v=e067b3c6b979 #آثل_طب #مواد_ازمایشگاه #مواد_شیمیایی #بیولوژی #بیولوژی_مولکولی #آنتی_بیوتیک #آنزیم #سیگماآلدریچ #مرک #سدیم_دیفنیل,router_batch+pubchem,verified_telegram_listing,2026-08-25,e56883af1c22943056f5d6203b9b9781238ce7006c7b5b1946d19e94a80daf56
potassium acetate,Sodium acetate,potassium acetate; Sodium acetate,127-09-3,517044,SCVFZCLFOSHCOH-UHFFFAOYSA-M,C2H3NaO2,98.14,CC(=O)[O-].[K+],confirmed_organic,organic_reagent,research,DigiShimi; Fardad Shimi; TamadKala; Mojallali Group,Iranian online chemical shops | Iranian online lab-chemical shop | Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://digishimii.ir/Product/%d8%a7%d8%b3%d8%aa%d8%a7%d8%aa-%d8%b3%d8%af%db%8c%d9%85/,استات سدیم | سدیم استات خشک extra pure دکتر مجللی | ... | سدیم استات خشک laboratory دکتر مجللی | ... | سدیم استات خشک usp دکتر مجللی | ... | سدیم استات قطران شیمی | فروش استات سدیم | ... | پتاسیم استات extra pure دکتر مجللی | ... | پتاسیم استات قطران شیمی | ... | پتاسیم استات ۱ ک,router_title_normalization,verified_catalogue,2026-08-23,0da5ac0279060e11169e06e610cc958313f046d6e5f393c2bad9a2d7e1f66a16
Sodium Acetate,Sodium acetate anhydrous,Sodium Acetate; Sodium acetate anhydrous; sodium acetate,127-09-3,517045,VMHLLURERBWHNL-UHFFFAOYSA-M,C2H3NaO2,82.03,CC(=O)[O-].[Na+],confirmed_organic,organic_reagent,,Mojallali Group; TamadKala; DigiShimi; ShimiMan; IR Chem / Pishgaman; telegram:ATRmedShop,web_catalogue,listing_evidence_crawled_2026-08-23,https://drm-chem.com/en/product/sodium-acetate-anhydrous-bp-en/,Sodium acetate anhydrous,pubchem_direct,verified_web_catalogue,2026-08-23,09e89cc09dbe2d95613dfabc9289b1d48459a0b7c9aa82ab207b4120bfb6ad70
sodium benzoate,Sodium benzoate,sodium benzoate; Sodium benzoate; Sodium Benzoate,540-16-9,517055,WXMKPNITSTVMEF-UHFFFAOYSA-M,C7H5NaO2,144.10,C1=CC=C(C=C1)C(=O)[O-].[Na+],confirmed_organic,organic_reagent,research,ShimiMan; TamadKala; Isatis Shimi; Mojallali Group; telegram:ATRmedShop,Iranian online chemical shop | Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://shimiman.com/product/sodium-benzoate-grade-extra-pure/,https://shimiman.com/product/sodium-benzoate-grade-extra-pure/ | https://shimiman.com/product/sodium-benzoate-grade-laboratory/ | بنزوات سدیم صنعتی | سدیم بنزوات extra pure دکتر مجللی | ... | سدیم بنزوات extra pure کد 05785 برند لوباکمی هند | سدیم بنزوات laboratory دکتر مجللی | .,router_title_normalization | sitemap_title,verified_catalogue,2026-08-23,e50fa463d0e2f0edc7aaa8b0f7752de86e9b7715c40cb6932340df5e428bf6c1
azanium acetate,Ammonium acetate,azanium acetate; Ammonium acetate,631-61-8,517165,USFZMSVCRYTOJT-UHFFFAOYSA-N,C2H7NO2,77.08,CC(=O)[O-].[NH4+],confirmed_organic,organic_reagent,research,DigiShimi; Fardad Shimi; ShimiMan; TamadKala; Mojallali Group,Iranian online chemical shop | Iranian online chemical shops | Iranian online lab-chemical shop | Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://digishimii.ir/Product/%d8%a7%d8%b3%d8%aa%d8%a7%d8%aa-%d8%a2%d9%85%d9%88%d9%86%db%8c%d9%88%d9%85/,https://shimiman.com/product/ammonium-acetate-grade-extra-pure/ | آمونیوم استات acs دکتر مجللی | ... | آمونیوم استات extra pure دکتر مجللی | ... | آمونیوم استات امرتات شیمی گرید extra pure | آمونیوم استات خوراکی | ... | آمونیوم استات قطران شیمی | استات آمونیوم | استات آمونیوم MER,router_title_normalization | sitemap_title,verified_catalogue,2026-08-23,9165cdbf89390018c98983a4a5c668ca95008cbcc3d666a9761b55cdafad056e
Sodium saccharin dihydrate,Saccharin sodium dihydrate,"Sodium saccharin dihydrate; Saccharin sodium dihydrate; sodium;1,1-dioxo-1,2-benzothiazol-2-id-3-one;dihydrate",6155-57-3,517320,AYGJDUHQRFKLBG-UHFFFAOYSA-M,C7H8NNaO5S,241.20,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.O.O.[Na+],confirmed_organic,organic_reagent,,Mojallali Group,web_catalogue,listing_evidence_crawled_2026-08-23,https://drm-chem.com/en/product/saccharin-sodium-dihydrate/,Saccharin sodium dihydrate,pubchem_direct,verified_web_catalogue,2026-08-23,d2e9427b480dab21e066229c8a029a52edc67ed752f5e5cb509353236780e2cc
sodium;chloro-(4-methylphenyl)sulfonylazanide;trihydrate,sodium;chloro-(4-methylphenyl)sulfonylazanide;trihydrate,sodium;chloro-(4-methylphenyl)sulfonylazanide;trihydrate,7080-50-4,517414,NZYOAGBNMCVQIV-UHFFFAOYSA-N,C7H13ClNNaO5S,281.69,CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl.O.O.O.[Na+],confirmed_organic,,,Mojallali Group,Iranian WooCommerce catalogue,product_page_listed_not_current_stock_verified,https://drm-chem.com/en/product/chloramine-t-trihydrate-ext-en/,Chloramine T trihydrate,cas_pubchem,verified_web_catalogue,2026-08-25,17651022aee5eb25fb6aa2672165b7e4c282041d19ba902388a88b550cb7ebf6
"3-oct-2-enyloxolane-2,5-dione",osa,"3-oct-2-enyloxolane-2,5-dione; osa; OSA",,534543,WSGFXVFLWVXTCJ-UHFFFAOYSA-N,C12H18O3,210.27,CCCCCC=CCC1CC(=O)OC1=O,confirmed_organic,,,TamadKala; ShimiMan,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/41737/محیط-کشت-osa,محیط کشت osa,structured_pubchem,verified_web_catalogue,2026-08-25,53490a384552add262b491819b189b168714ea245ae38b209b09d9328b483556
"Benzophenone-4,4'-dicarboxylic Acid","4,4'-Carbonyldibenzoic acid",,,590830,LFEWXDOYPCWFHR-UHFFFAOYSA-N,C15H10O5,270.24,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)C(=O)O)C(=O)O,confirmed_organic,organic_reagent,,ChemIranSanat,telegram,listing_evidence_crawled_2026-08-23,https://t.me/ChemIranSanat/1823,"235885 Fluorochem 4,4'-Carbonyldibenzoic acid 25g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ♾ موجودی و تنوع بی نظیر از برندهای معتبر 📱 سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1",ai_resolved+pubchem,verified_telegram_listing,2026-08-23,57b1247819ca20fcda233a0b627aa6a4954906ef78e89ed7b362c652c2415ce7
Edetate Disodium,Edetate Disodium,,,636371,OVBJJZOQPCKUOR-UHFFFAOYSA-L,C10H18N2Na2O10,372.24,C(CN(CC(=O)O)CC(=O)[O-])N(CC(=O)O)CC(=O)[O-].O.O.[Na+].[Na+],confirmed_organic,organic_reagent,,Mojallali Group,web_catalogue,listing_evidence_crawled_2026-08-23,https://drm-chem.com/en/product/edetate-disodium/,Edetate Disodium,pubchem_direct,verified_web_catalogue,2026-08-23,18a1fc5684c12cc06fde7d914116a4f3da378550fcf774cd1e8b9c4e8b451f2e
(E)-3-phenylprop-2-enal,Cinnamaldehyde,(E)-3-phenylprop-2-enal; Cinnamaldehyde,104-55-2,637511,KJPRLNWUNMBNBZ-QPJJXVBHSA-N,C9H8O,132.16,C1=CC=C(C=C1)/C=C/C=O,confirmed_organic,organic_reagent,industrial,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,,(E)-3-phenylprop-2-enal,existing skill export,verified_catalogue,2026-08-23,2e0482ce752c86ad28397189b0b2bbb7ae7565d7d136a673f0dbe416cde9aa6e
"1,2-dimethoxy-4-[(E)-prop-1-enyl]benzene",Methylisoeugenol,"1,2-dimethoxy-4-[(E)-prop-1-enyl]benzene; Methylisoeugenol",,637776,NNWHUJCUHAELCL-SNAWJCMRSA-N,C11H14O2,178.23,C/C=C/C1=CC(=C(C=C1)OC)OC,confirmed_organic,organic_reagent,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/minatajhiz/100,"1,2-dimethoxy-4-[(E)-prop-1-enyl]benzene",existing skill export,verified_catalogue,2026-08-23,e1f3e558b0738ce319695563ac6bdb1fed277fdef6bbd5df074e3f3b4f8e5988
"(2E,4E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpenta-2,4-dien-1-one",Piperine,,94-62-2,638024,MXXWOMGUGJBKIW-YPCIICBESA-N,C17H19NO3,285.34,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,confirmed_organic,secondary_metabolite_or_natural_product,,telegram:ChemIranSanat,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/ChemIranSanat/1349,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2018-04-03,8d80aca8f859b273e4fd7f84ad0ae31f97fa4acf3c978df347b1c7247722b2c0
"(2E,4E)-hexa-2,4-dienoic acid",Sorbic acid,"(2E,4E)-hexa-2,4-dienoic acid; Sorbic acid",110-44-1,643460,WSWCOQWTEOXDQX-MQQKCMAXSA-N,C6H8O2,112.13,C/C=C/C=C/C(=O)O,confirmed_organic,organic_reagent,,Fardad Shimi,Iranian online lab-chemical shop,product_page_listed_not_current_stock_verified,https://fardadshimi.com/product/6195767/,اسید سوربیک MERCK,router_title_normalization,verified_catalogue,2026-08-23,312a5e1a174e1a8bcc54c99a576234885c8c192e3ea2990770fe4c1411396935
Buprenorphine,Buprenorphine,,,644073,RMRJXGBAOAMLHD-IHFGGWKQSA-N,C29H41NO4,467.6,C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O,confirmed_organic,pharmaceutical_or_api,,Temad,web_catalogue,listing_evidence_crawled_2026-08-23,https://www.temad.com/product/buprenorphine-base/,Buprenorphine Base,ai_resolved+pubchem,verified_web_catalogue,2026-08-23,95509f8678ea8ff6b6f1a9fa528c754f53502902ee608b53ddbdbc8161519a3f
"(2R)-2-phenyl-2-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyacetonitrile","(2R)-2-phenyl-2-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyacetonitrile",,29883-15-6,656516,XUCIJNAGGSZNQT-JHSLDZJXSA-N,C20H27NO11,457.4,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O,confirmed_organic,,,telegram:ChemIranSanat,public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/ChemIranSanat/1755,Amygdalin | برخی مواد طبیعی در (هسته) سیب (Amygdalin) و (جوانه های سبز) سیب زمینی (Solanine) یا مواد ساخته دست بشر مانند آسپرین در مقادیر بیش از 1000 میلی گرم به ازای 1 کیلوگرم وزن بدن انسان سمی هستند (دوز سمی برای یک انسان 70 کیلویی، بیش از 7 گرم است). مواد دیگری چون قند طبیعی و تفلون مصنوعی در این دوز سمی نیستند. 🆔 @ChemIran1,router_batch+pubchem,verified_telegram_listing,2026-08-25,7eda688d8ec92c6e8403b1abfa765ca19b808360cbc20ea349650735f5093f29
"sodium 1,1-dioxo-1,2-benzothiazol-2-id-3-one",Sodium saccharin,"sodium 1,1-dioxo-1,2-benzothiazol-2-id-3-one; Sodium saccharin",,656582,WINXNKPZLFISPD-UHFFFAOYSA-M,C7H4NNaO3S,205.17,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+],confirmed_organic,pharmaceutical_or_api,research,DigiShimi; Fardad Shimi; TamadKala,Iranian online chemical shops | Iranian online lab-chemical shop | Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://digishimii.ir/Product/%d8%b3%d8%af%db%8c%d9%85-%d8%b3%d8%a7%d8%ae%d8%a7%d8%b1%db%8c%d9%86/,سدیم ساخارین | سدیم ساخارین extra pure نوترون | سدیم ساخارین خوراکی | ... | سدیم ساخارین ۲ آبه مرک MERCK,router_title_normalization,verified_catalogue,2026-08-23,fdb1c8a6b0201b2488375dae0bdbffef0328f80efc4f8978deda503651953021
"(2R,3R,4S,5R,6S)-2-(hydroxymethyl)-6-propan-2-ylsulfanyloxane-3,4,5-triol","(2R,3R,4S,5R,6S)-2-(hydroxymethyl)-6-propan-2-ylsulfanyloxane-3,4,5-triol","(2R,3R,4S,5R,6S)-2-(hydroxymethyl)-6-propan-2-ylsulfanyloxane-3,4,5-triol",367-93-1,656894,BPHPUYQFMNQIOC-NXRLNHOXSA-N,C9H18O5S,238.30,CC(C)SC1C(C(C(C(O1)CO)O)O)O,confirmed_organic,,,telegram:ATRmedShop,public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/779,Isopropyl β-D-1-thiogalactopyranoside (IPTG) | IPTG(آی پی تی جی) IPTG(آی پی تی جی) یا ایزوپروپیل بتا-دی-تیوگالاکتوپیرانوزید القاکننده بیان بتا گالاکتوزیداز است و به‌عنوان یک مولکول شبیه متابولیت لاکتوز عمل می‌کند. حضور این ماده با اتصال به مهارکننده lac، موجب فعال شدن اپران lac در رونویسی ژن‌های پایین‌دست می‌شود. همچنین در القای پروتئین‌های نوترکیب مورد استفاده قرار می‌گیرد. بیان پروتئین مورد نظر در ژن‌های پایین‌دست از... برا ی ادامه مطلب، مشاهده و خرید آنلاین IPTG(آی پی تی جی) یا ایزوپروپیل بتا,router_batch+pubchem,verified_telegram_listing,2026-08-25,8d4d90f949c029eb20ad8aa6f01e86a2697a78af27ed72bcf46991a2ee36e931
3-[(4-carboxy-2-hydroxyphenyl)sulfamoyl]thiophene-2-carboxylic acid,htc,3-[(4-carboxy-2-hydroxyphenyl)sulfamoyl]thiophene-2-carboxylic acid; htc,,657106,RDPXXOOKKRIKFN-UHFFFAOYSA-N,C12H9NO7S2,343.3,C1=CC(=C(C=C1C(=O)O)O)NS(=O)(=O)C2=C(SC=C2)C(=O)O,confirmed_organic,,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/54101/دماسنج-و-رطوبت-سنج-محیطی-htc-2,دماسنج و رطوبت سنج محیطی htc 2,structured_pubchem,verified_web_catalogue,2026-08-25,411efe1b68aaa5e44d0b1ddccab10d9fa612961f12fa9e0cea0c86244b9dea58
(Z)-2-benzamido-3-[4-(2-bromophenoxy)phenyl]prop-2-enoic acid,ph7,(Z)-2-benzamido-3-[4-(2-bromophenoxy)phenyl]prop-2-enoic acid; ph7,,657131,WLPJLQNKCJWAFL-RGEXLXHISA-N,C22H16BrNO4,438.3,C1=CC=C(C=C1)C(=O)NC(=CC2=CC=C(C=C2)OC3=CC=CC=C3Br)C(=O)O,confirmed_organic,,,telegram:labshop,public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/labshop/60,"استاندارد ph7,4,10  ـ۱۴۵۰۰۰تومن",structured_pubchem,verified_telegram_listing,2026-08-25,6919dede094fc5fd199c1a2d407fc6c4101125e7cec8b54720ba44b5a971a965
(Phenylazo)thioformic acid 2-phenylhydrazide,Dithizone,(Phenylazo)thioformic acid 2-phenylhydrazide; Dithizone; 1-anilino-3-phenyliminothiourea,60-10-6,657262,UOFGSWVZMUXXIY-UHFFFAOYSA-N,C13H12N4S,256.33,C1=CC=C(C=C1)NNC(=S)N=NC2=CC=CC=C2,confirmed_organic,organic_reagent,,Mojallali Group,web_catalogue,listing_evidence_crawled_2026-08-23,https://drm-chem.com/en/product/dithizone-indicator-en/,Dithizone,pubchem_direct,verified_web_catalogue,2026-08-23,fd9194549db43f24b7859671d74e5fe065d17b2f702e6ec0cfb85a9fbb102099
