"# export_metadata: {""exported_at"":""2026-08-23T12:30:45+00:00"",""skill"":""iran-chem-database@2.14.1"",""scope"":""Expanded BEST-EFFORT index of distinct confirmed-organic molecules appearing in public Iranian supplier/retailer catalogues and public supplier API/intermediate lists. Not a complete national market census and not a current-stock guarantee."",""rows"":480,""previous_verified_rows"":207,""new_source_records_before_dedup"":1616,""new_source_records_after_chemistry_filter"":948,""source_sets"":{""TamadKala"":""3484 product URLs from product sitemaps; title normalization via router; PubChem validation"",""Fardad Shimi"":""569 product pages from paginated shop listings; title normalization via router"",""DigiShimi"":""268 public WooCommerce products"",""Isatis Shimi"":""188 public WooCommerce products"",""BehChin Chemi Pharmed"":""public human/veterinary API, intermediate, excipient, cosmetic, food-additive lists"",""Pishgaman Shimi (IR Chem)"":""public pharmaceutical/cosmetic/raw-material category product pages"",""ShimiMan"":""public product sitemap titles"",""existing_skill_catalogue"":""207 rows from live-verified Iranian Telegram channels, retained and supplier-labeled"",""Rooz Darou"":""114 public Iranian pharmaceutical product pages; title-mapped and PubChem validated""},""router_assistance"":""router.py was used for Persian/English product-title normalization and category extraction; every admitted new record was independently structure/formula checked via PubChem."",""third_party_relay"":""r.jina.ai was used to retrieve public TamadKala/Fardad Shimi sitemaps or listing pages when direct requests timed out; original direct supplier URLs are retained, and no private data was sent."",""discovered_but_not_admitted"":""Arzan Azma and E-Az were identified as Iranian online lab shops but were not added without a reliable structured product export; their generic/category pages are not molecule-level evidence."",""supplier_column"":""supplier_name is the distinct supplier/retailer field; supplier_platform and supplier_country_evidence preserve context."",""limitations"":""Foreign brands listed by Iranian retailers are product metadata, not evidence that the supplier is foreign. Product page presence is not proof of stock. Mixtures, polymers, equipment, inorganic and unresolved records were excluded."",""filter_stats"":{""not_confirmed_organic"":668},""additional_expansion"":""Rooz Darou pharmaceutical catalogue added; duplicate actives merged and supplier provenance appended.""}"
molecule_name,common_name,cas_number,pubchem_cid,inchi_key,molecular_formula,molecular_weight,canonical_smiles,organic_status,category,research_grade_candidate,research_grade_signal,supplier_name,supplier_platform,supplier_country_evidence,catalogue_presence,availability_status,source_product_titles,source_urls,identity_methods,evidence_record_count
"1-[4-[4-[[(2S,4R)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone",ketoconazole,,47576,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,C26H28Cl2N4O4,531.4,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,کتوکونـــازول 200,http://rouzdarou.com/products/%DA%A9%D8%AA%D9%88%DA%A9%D9%88%D9%86%D9%80%D9%80%D9%80%D8%A7%D8%B2%D9%88%D9%84-200,PubChem name validation from supplier product title,1
"6-(2,3-dichlorophenyl)-1,2,4-triazine-3,5-diamine",lamotrigine,,3878,PYZRQGJRPPTADH-UHFFFAOYSA-N,C9H7Cl2N5,256.09,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص لاموتریژین 100,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D9%84%D8%A7%D9%85%D9%88%D8%AA%D8%B1%DB%8C%DA%98%DB%8C%D9%86-100,PubChem name validation from supplier product title,1
"6-methoxy-2-[(4-methoxy-3,5-dimethyl-2-pyridinyl)methylsulfinyl]-1H-benzimidazole",omeprazole,,4594,SUBDBMMJDZJVOS-UHFFFAOYSA-N,C17H19N3O3S,345.4,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,کپسول رزاپرازول 20,http://rouzdarou.com/products/%DA%A9%D9%BE%D8%B3%D9%88%D9%84-%D8%B1%D8%B2%D8%A7%D9%BE%D8%B1%D8%A7%D8%B2%D9%88%D9%84-20,PubChem name validation from supplier product title,1
"(2S)-7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid",levofloxacin,,149096,GSDSWSVVBLHKDQ-JTQLQIEISA-N,C18H20FN3O4,361.4,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص لووفلوکساسین 500,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D9%84%D9%88%D9%88%D9%81%D9%84%D9%88%DA%A9%D8%B3%D8%A7%D8%B3%DB%8C%D9%86-500,PubChem name validation from supplier product title,1
"(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-11-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-2-ethyl-3,4,10-trihydroxy-13-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,6,8,10,12,14-heptamethyl-1-oxa-6-azacyclopentadecan-15-one",azithromycin,,447043,MQTOSJVFKKJCRP-BICOPXKESA-N,C38H72N2O12,749.0,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص آزیترومایسین 250,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D8%A2%D8%B2%DB%8C%D8%AA%D8%B1%D9%88%D9%85%D8%A7%DB%8C%D8%B3%DB%8C%D9%86-250,PubChem name validation from supplier product title,1
"2-(3,4-dimethoxyphenyl)-5-[2-(3,4-dimethoxyphenyl)ethyl-methylamino]-2-propan-2-ylpentanenitrile",verapamil,,2520,SGTNSNPWRIOYBX-UHFFFAOYSA-N,C27H38N2O4,454.6,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص وراپامیل 40,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D9%88%D8%B1%D8%A7%D9%BE%D8%A7%D9%85%DB%8C%D9%84-40,PubChem name validation from supplier product title,1
1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol,venlafaxine,,5656,PNVNVHUZROJLTJ-UHFFFAOYSA-N,C17H27NO2,277.4,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,کپسول ونلافاکسین 75,http://rouzdarou.com/products/%DA%A9%D9%BE%D8%B3%D9%88%D9%84-%D9%88%D9%86%D9%84%D8%A7%D9%81%D8%A7%DA%A9%D8%B3%DB%8C%D9%86-75,PubChem name validation from supplier product title,1
sodium 2-propylpentanoate,sodium valproate,,16760703,AEQFSUDEHCCHBT-UHFFFAOYSA-M,C8H15NaO2,166.19,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص والپروات سدیم 200,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D9%88%D8%A7%D9%84%D9%BE%D8%B1%D9%88%D8%A7%D8%AA-%D8%B3%D8%AF%DB%8C%D9%85-200,PubChem name validation from supplier product title,1
"(2R,8R)-2-(1,3-benzodioxol-5-yl)-6-methyl-3,6,17-triazatetracyclo[8.7.0.03,8.011,16]heptadeca-1(10),11,13,15-tetraene-4,7-dione",tadalafil,,110635,WOXKDUGGOYFFRN-IIBYNOLFSA-N,C22H19N3O4,389.4,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص تادالافیل 20 ( تادارکتیل ),http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D8%AA%D8%A7%D8%AF%D8%A7%D9%84%D8%A7%D9%81%DB%8C%D9%84-20-%D8%AA%D8%A7%D8%AF%D8%A7%D8%B1%DA%A9%D8%AA%DB%8C%D9%84,PubChem name validation from supplier product title,1
"5-[2-ethoxy-5-(4-methylpiperazin-1-yl)sulfonylphenyl]-1-methyl-3-propyl-6H-pyrazolo[4,5-d]pyrimidin-7-one",sildenafil,,135398744,BNRNXUUZRGQAQC-UHFFFAOYSA-N,C22H30N6O4S,474.6,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص سیلدنافیل 100,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D8%B3%DB%8C%D9%84%D8%AF%D9%86%D8%A7%D9%81%DB%8C%D9%84-100,PubChem name validation from supplier product title,1
"(1S,4S)-4-(3,4-dichlorophenyl)-N-methyl-1,2,3,4-tetrahydronaphthalen-1-amine",sertraline,,68617,VGKDLMBJGBXTGI-SJCJKPOMSA-N,C17H17Cl2N,306.2,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص سرترالين 50,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D8%B3%D8%B1%D8%AA%D8%B1%D8%A7%D9%84%D9%8A%D9%86-50,PubChem name validation from supplier product title,1
"3-[2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl]-2-methyl-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-4-one",risperidone,,5073,RAPZEAPATHNIPO-UHFFFAOYSA-N,C23H27FN4O2,410.5,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص ریسپریدون 4,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D8%B1%DB%8C%D8%B3%D9%BE%D8%B1%DB%8C%D8%AF%D9%88%D9%86-4,PubChem name validation from supplier product title,1
"(E)-1-N'-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-1-N-methyl-2-nitroethene-1,1-diamine",ranitidine,,3001055,VMXUWOKSQNHOCA-UKTHLTGXSA-N,C13H22N4O3S,314.41,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص رانیتیدین 150,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D8%B1%D8%A7%D9%86%DB%8C%D8%AA%DB%8C%D8%AF%DB%8C%D9%86-150,PubChem name validation from supplier product title,1
1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol,propranolol,,4946,AQHHHDLHHXJYJD-UHFFFAOYSA-N,C16H21NO2,259.34,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص پروپرانولول 40,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D9%BE%D8%B1%D9%88%D9%BE%D8%B1%D8%A7%D9%86%D9%88%D9%84%D9%88%D9%84-40,PubChem name validation from supplier product title,1
"6-(difluoromethoxy)-2-[(3,4-dimethoxy-2-pyridinyl)methylsulfinyl]-1H-benzimidazole",pantoprazole,,4679,IQPSEEYGBUAQFF-UHFFFAOYSA-N,C16H15F2N3O4S,383.4,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص پنتوپرازول 20,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D9%BE%D9%86%D8%AA%D9%88%D9%BE%D8%B1%D8%A7%D8%B2%D9%88%D9%84-20,PubChem name validation from supplier product title,1
"2-methyl-4-(4-methylpiperazin-1-yl)-10H-thieno[2,3-b][1,5]benzodiazepine",olanzapine,,135398745,KVWDHTXUZHCGIO-UHFFFAOYSA-N,C17H20N4S,312.4,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص الانزاپین 5,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D8%A7%D9%84%D8%A7%D9%86%D8%B2%D8%A7%D9%BE%DB%8C%D9%86-5,PubChem name validation from supplier product title,1
"7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid",ofloxacin,,4583,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,C18H20FN3O4,361.4,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص افلوکساسین 300,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D8%A7%D9%81%D9%84%D9%88%DA%A9%D8%B3%D8%A7%D8%B3%DB%8C%D9%86-300,PubChem name validation from supplier product title,1
"N-methyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine",nortriptyline,,4543,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,C19H21N,263.4,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص نورتریپتیلین 10,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D9%86%D9%88%D8%B1%D8%AA%D8%B1%DB%8C%D9%BE%D8%AA%DB%8C%D9%84%DB%8C%D9%86-10,PubChem name validation from supplier product title,1
(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid,naproxen,,156391,CMWTZPSULFXXJA-VIFPVBQESA-N,C14H14O3,230.26,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص ناپروکسن 500,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D9%86%D8%A7%D9%BE%D8%B1%D9%88%DA%A9%D8%B3%D9%86-500,PubChem name validation from supplier product title,1
"1-ethyl-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylic acid",nalidixic acid,,4421,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,C12H12N2O3,232.23,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص نالیدیکسیک اسید 500,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D9%86%D8%A7%D9%84%DB%8C%D8%AF%DB%8C%DA%A9%D8%B3%DB%8C%DA%A9-%D8%A7%D8%B3%DB%8C%D8%AF-500,PubChem name validation from supplier product title,1
"3,5-dimethyladamantan-1-amine",memantine,,4054,BUGYDGFZZOZRHP-UHFFFAOYSA-N,C12H21N,179.30,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,ممانتین ( مموکسا ) 5,http://rouzdarou.com/products/%D9%85%D9%85%D8%A7%D9%86%D8%AA%DB%8C%D9%86-%D9%85%D9%85%D9%88%DA%A9%D8%B3%D8%A7-5,PubChem name validation from supplier product title,1
"2-(2,3-dimethylanilino)benzoic acid",mefenamic acid,,4044,HYYBABOKPJLUIN-UHFFFAOYSA-N,C15H15NO2,241.28,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,كپسول مفنامیک اسید 250,http://rouzdarou.com/products/%D9%83%D9%BE%D8%B3%D9%88%D9%84-%D9%85%D9%81%D9%86%D8%A7%D9%85%DB%8C%DA%A9-%D8%A7%D8%B3%DB%8C%D8%AF-250,PubChem name validation from supplier product title,1
methyl N-(6-benzoyl-1H-benzimidazol-2-yl)carbamate,mebendazole,,4030,OPXLLQIJSORQAM-UHFFFAOYSA-N,C16H13N3O3,295.29,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص مبندازول 100,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D9%85%D8%A8%D9%86%D8%AF%D8%A7%D8%B2%D9%88%D9%84-100,PubChem name validation from supplier product title,1
"(6S)-6-phenyl-2,3,5,6-tetrahydroimidazo[2,1-b][1,3]thiazole",levamisole,,26879,HLFSDGLLUJUHTE-SNVBAGLBSA-N,C11H12N2S,204.29,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص لوامیزول 50,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D9%84%D9%88%D8%A7%D9%85%DB%8C%D8%B2%D9%88%D9%84-50,PubChem name validation from supplier product title,1
2-[4-[(7-chloroquinolin-4-yl)amino]pentyl-ethylamino]ethanol,hydroxychloroquine,,3652,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,C18H26ClN3O,335.9,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,هیدروکسی کلروکین سولفات 200,http://rouzdarou.com/products/%D9%87%DB%8C%D8%AF%D8%B1%D9%88%DA%A9%D8%B3%DB%8C-%DA%A9%D9%84%D8%B1%D9%88%DA%A9%DB%8C%D9%86-%D8%B3%D9%88%D9%84%D9%81%D8%A7%D8%AA-200,PubChem name validation from supplier product title,1
"5-(2,5-dimethylphenoxy)-2,2-dimethylpentanoic acid",gemfibrozil,,3463,HEMJJKBWTPKOJG-UHFFFAOYSA-N,C15H22O3,250.33,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,كپسول جم فیبروزیل 300,http://rouzdarou.com/products/%D9%83%D9%BE%D8%B3%D9%88%D9%84-%D8%AC%D9%85-%D9%81%DB%8C%D8%A8%D8%B1%D9%88%D8%B2%DB%8C%D9%84-300,PubChem name validation from supplier product title,1
(2S)-2-[[4-[(2-amino-4-oxo-3H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid,folic acid,,135398658,OVBPIULPVIDEAO-LBPRGKRZSA-N,C19H19N7O6,441.4,,confirmed_organic,vitamin,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص فوليكوفر ( آهن / فولیک اسید ),http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D9%81%D9%88%D9%84%D9%8A%D9%83%D9%88%D9%81%D8%B1-%D8%A2%D9%87%D9%86-%D9%81%D9%88%D9%84%DB%8C%DA%A9-%D8%A7%D8%B3%DB%8C%D8%AF,PubChem name validation from supplier product title,1
"2-(2,4-difluorophenyl)-1,3-bis(1,2,4-triazol-1-yl)propan-2-ol",fluconazole,,3365,RFHAOTPXVQNOHP-UHFFFAOYSA-N,C13H12F2N6O,306.27,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,كپسول فلوکونازول 100,http://rouzdarou.com/products/%D9%83%D9%BE%D8%B3%D9%88%D9%84-%D9%81%D9%84%D9%88%DA%A9%D9%88%D9%86%D8%A7%D8%B2%D9%88%D9%84-100,PubChem name validation from supplier product title,1
"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione",erythromycin,,12560,ULGZDMOVFRHVEP-RWJQBGPGSA-N,C37H67NO13,733.9,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص اریترومایسین 200,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D8%A7%D8%B1%DB%8C%D8%AA%D8%B1%D9%88%D9%85%D8%A7%DB%8C%D8%B3%DB%8C%D9%86-200,PubChem name validation from supplier product title,1
(2S)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]pyrrolidine-2-carboxylic acid,enalapril,,5388962,GBXSMTUPTTWBMN-XIRDDKMYSA-N,C20H28N2O5,376.4,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص انالاپریل 20,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D8%A7%D9%86%D8%A7%D9%84%D8%A7%D9%BE%D8%B1%DB%8C%D9%84-20,PubChem name validation from supplier product title,1
6-chloro-3-[1-[3-(2-oxo-3H-benzimidazol-1-yl)propyl]piperidin-4-yl]-1H-benzimidazol-2-one,domperidone,,3151,FGXWKSZFVQUSTL-UHFFFAOYSA-N,C22H24ClN5O2,425.9,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص دمپریدون 10,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D8%AF%D9%85%D9%BE%D8%B1%DB%8C%D8%AF%D9%88%D9%86-10,PubChem name validation from supplier product title,1
